OBJECTID,REGION,PCTILE,MINORPCT,LOWINCPCT,LESSHSPCT,LINGISOPCT,UNDER5PCT,OVER64PCT,PRE1960PCT,UNEMPPCT,VULEOPCT,DSLPM,CANCER,RESP,PTRAF,PWDIS,PNPL,PRMP,PTSDF,OZONE,PM25,UST,D_LDPNT_2,D_DSLPM_2,D_CANCR_2,D_RESP_2,D_PTRAF_2,D_PWDIS_2,D_PNPL_2,D_PRMP_2,D_PTSDF_2,D_OZONE_2,D_PM25_2,D_UST_2
1,USA,0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000002213299765,8.000000000000000,0.070000000000000,0.000044167641859,0.000000000000004,0.000000000000000,0.000000000000000,0.000000000000000,24.566867320261402,3.934335753424660,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
2,USA,1,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.021729714827006,9.456966175555101,0.098227646851917,0.199902665419246,0.000000003536619,0.004320147201100,0.015779666751216,0.010198600992628,28.407831454248399,5.072872400684930,0.000000000000000,0.000000000000000,0.000000000000000,0.133158497618617,0.117107733078141,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
3,USA,2,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.033187613050110,0.034250648039511,9.958547416476449,0.105288553500843,0.678214851166447,0.000000019156722,0.005571017513161,0.025812304083938,0.017179075769800,29.694203976034899,5.441811678082190,0.000000000000000,0.000000000000000,0.128210608032513,0.519598659650218,0.519864951034866,0.136770721018701,0.163028033202774,0.235116747155982,0.189348203396190,0.216469966914678,0.110223746529479,0.058285730792446,0.000000000000000
4,USA,3,0.000000000000000,0.011447729216210,0.000000000000000,0.000000000000000,0.000000000000000,0.011547484504096,0.000000000000000,0.000000000000000,0.047081190409837,0.044129194810690,10.284306082675100,0.111969925643365,1.459106061799180,0.000000051799446,0.007789085588118,0.032727442762435,0.022127538016182,30.485933986928099,5.707281780821910,0.000000000000000,0.000000000000000,0.329078872452821,1.042396403658790,0.957247806437497,0.278017525577869,0.341969947893525,0.450210098766014,0.361051187012425,0.412364342370258,0.410269163772616,0.240448204654014,0.000000000000000
5,USA,4,0.003627240646319,0.020379940477846,0.000000000000000,0.000000000000000,0.000000000000000,0.019975142281619,0.000000000000000,0.000000000000000,0.056380651602180,0.052656827716621,10.594225048722899,0.118651297785886,2.507561736108960,0.000000101258431,0.009320176745435,0.038859310481756,0.026494089761457,31.227550544662300,5.921681726027400,0.000000000000000,0.000000000000000,0.497736285036502,1.626861381116240,1.326442597520230,0.423992999217548,0.523278894911697,0.639195227278399,0.520560019733999,0.587672115417565,0.626775568181818,0.394035532994923,0.000000000000000
6,USA,5,0.009427662376200,0.028001866832607,0.000000000000000,0.000000000000000,0.000000000000000,0.026602029363914,0.000000000000000,0.000000000000000,0.064679197245968,0.060187701811217,10.904144014770701,0.125332669928408,3.719768025707130,0.000000168626374,0.010382175947494,0.044493993893441,0.030631376418259,31.823653022875899,6.057484751712330,0.000000000000000,0.000000000000000,0.670301453288258,2.127502007354540,1.609045471829250,0.580061715627977,0.702482220546390,0.817846002584919,0.670126631364998,0.747282500892609,0.819533976375669,0.543822410304399,0.000000000000000
7,USA,6,0.014253060842287,0.034866572307132,0.000000000000000,0.000000000000000,0.000000000000000,0.032419092012841,0.000000000000000,0.000000000000000,0.071777310952038,0.066675661157701,11.214062980818500,0.132014042070929,4.997533940637730,0.000000265399493,0.011276766138000,0.049930401708771,0.034657482865680,32.541885784313699,6.210363995433790,0.000000000000000,0.000000000000000,0.832951333900904,2.548572310541740,1.861415626567820,0.739863276616850,0.879347455187606,1.012226934313440,0.815692913527953,0.901063980632025,1.021622253389430,0.703689577057950,0.000000000000000
8,USA,7,0.018657586871242,0.041408910222321,0.000000000000000,0.000000000000000,0.000000000000000,0.037477498450585,0.000000000000000,0.000000000000000,0.078557309292883,0.071750654446491,11.523981946866300,0.138695414213451,6.441254829499820,0.000000408846192,0.012054824794737,0.054920553067169,0.038972522660831,33.236506372549002,6.344181609589040,0.000000000000000,0.000000000000000,0.978260869565215,2.911782783722050,2.101060188149080,0.899319164988003,1.070876305216430,1.218500897324610,0.959636295663318,1.052741139165320,1.215331765028840,0.865418900974817,0.000000000000000
9,USA,8,0.022956987673118,0.047424915486269,0.000000000000000,0.000000000000000,0.000000000000000,0.042123388060014,0.000000000000000,0.000000000000000,0.084679183803528,0.076316200714730,11.833900912914100,0.145376786355972,7.976061442157260,0.000000603338790,0.012727472448573,0.059748073818716,0.043404405212631,33.811041830065399,6.482626867579910,0.000000000000000,0.000000000000000,1.143670195885240,3.238608518502920,2.326545650285320,1.072422872680010,1.259523717538790,1.411268282909230,1.109607171352130,1.206851757606880,1.392720306513410,1.036753341734440,0.000000000000000
10,USA,9,0.027220342144080,0.053269710403926,0.000000000000000,0.000000000000000,0.000000000000000,0.046440920344916,0.000000000000000,0.000000000000000,0.090404166456579,0.080402005731620,12.143819878961899,0.152058158498494,9.550358050389089,0.000000870584461,0.013421094093046,0.064418952773346,0.047934126104231,34.251375653594700,6.591353578767120,0.000000000000000,0.000000000000000,1.318581916230750,3.546214695222180,2.541360189394730,1.247751312444240,1.446639881629860,1.596247418388200,1.257672087402510,1.349840407981290,1.565911298646110,1.211826483556490,0.000000000000000
