OBJECTID,REGION,PCTILE,MINORPCT,LOWINCPCT,LESSHSPCT,LINGISOPCT,UNDER5PCT,OVER64PCT,PRE1960PCT,UNEMPPCT,VULEOPCT,DSLPM,CANCER,RESP,PTRAF,PWDIS,PNPL,PRMP,PTSDF,OZONE,PM25,UST,D_LDPNT_2,D_DSLPM_2,D_CANCR_2,D_RESP_2,D_PTRAF_2,D_PWDIS_2,D_PNPL_2,D_PRMP_2,D_PTSDF_2,D_OZONE_2,D_PM25_2,D_UST_2
16,USA,15,0.069820031419057,0.100254320312388,0.023697588457297,0.000000000000000,0.022766143019630,0.070046975759104,0.012223329318075,0.009599130926941,0.131262107541511,0.108428902736774,14.349713769081500,0.201953918085831,24.900261248478699,0.000004936732113,0.017642711679847,0.097724117750407,0.091514932976540,35.965131921691402,7.172773348450840,0.000000000000000,-81.913125620285399,-96.991071822847502,-11078.500407296300182,-138.090866630991997,-101361.162358037006925,-3.218285486137130,-32.904212706542602,-151.507954802674988,-350.657814107571994,-17753.906190261201118,-3470.255868437249774,-548.129195273162054
17,USA,16,0.074859943666546,0.104866531605016,0.025311193726994,0.000000000000000,0.024023796060317,0.072520093864635,0.014083022075657,0.010822955289794,0.135679036927560,0.112059634226888,14.680065752166700,0.204966682509741,27.543398141183101,0.000006348775623,0.018515697071530,0.101828023321159,0.097087634085731,36.410415483483199,7.233788483917990,0.000000000000000,-76.856721787161007,-92.405928051977597,-10660.014001326699145,-132.556064827428003,-93403.341379674893687,-2.512133849188350,-30.690526793850999,-140.233938460885014,-320.912991508099992,-17065.338723116299661,-3335.097816794369919,-501.895848686108991
18,USA,17,0.080112157426275,0.109642736051217,0.026966969408428,0.000000000000000,0.025280873935472,0.074848847181496,0.016263875201942,0.011936956564440,0.139826112679933,0.115720020400471,15.010417735252000,0.207979446933652,30.441192099384601,0.000007940711800,0.019422088552994,0.106212467770614,0.103198452598209,36.807593504079200,7.288937977599460,0.010367947608713,-72.525334826676698,-88.265751500456901,-10229.121947493100379,-127.338327538393003,-86242.655386965197977,-2.014698704330220,-28.697533220640398,-130.230471847473012,-294.180540855131994,-16392.696339877100399,-3210.675224410630108,-459.299550270621012
19,USA,18,0.085285598199665,0.114503020779030,0.028610595760783,0.000000000000000,0.026469237773699,0.077165586473202,0.018401802296911,0.012980296659339,0.144132961795299,0.119417818980951,15.340769718337301,0.210992211357563,33.383736128991600,0.000009667914698,0.020326641526470,0.110532388945694,0.109193732065740,37.128882186426701,7.343793252308320,0.020619210506983,-68.263426480713093,-84.111911594109301,-9830.356654053939565,-122.259327837453995,-79524.476395570396562,-1.648719080792060,-26.884198445077899,-120.971131316940003,-269.663071522025973,-15802.382669083599467,-3091.078922281799805,-420.278058814797987
20,USA,19,0.090617899041595,0.119304427670752,0.030225278509990,0.000000000000000,0.027629521637906,0.079457433264817,0.020552642877547,0.014023168222966,0.148319201780522,0.123335497242098,15.671121701422500,0.214004975781474,36.576812018840002,0.000011843650842,0.021307510765642,0.114979760316516,0.115428641764641,37.413755308987596,7.396685486553450,0.031627246336353,-64.269356545043607,-80.505384291493996,-9464.581828606180352,-117.494050204873005,-73226.613242862906191,-1.360421854103600,-25.127455499626201,-113.079404682299000,-247.156491269105004,-15218.722119181800736,-2976.946377329759798,-384.528233498225973
21,USA,20,0.096015894108471,0.124132012857679,0.031841218187931,0.000000000000000,0.028728056461315,0.081689506638523,0.022943621817933,0.015012051296556,0.152727616647163,0.126687751058510,16.001473684507800,0.217017740205385,39.715833172977497,0.000014318733475,0.022273761097845,0.119109451184188,0.121912546653296,37.653286398265003,7.445466528897010,0.044804721596472,-60.369486620084999,-77.040464133950806,-9117.109087454969995,-112.869735331262007,-67655.471227761707269,-1.116835964112730,-23.564746024008599,-105.626833406939994,-225.751798476196001,-14661.600324098100828,-2872.510144085119919,-352.224803569787980
22,USA,21,0.101479743083874,0.128792761428857,0.033485965544444,0.000000000000000,0.029842044870279,0.083862610461794,0.025355627479776,0.015971943428639,0.157116816255665,0.130325954719430,16.331825667593101,0.220030504629295,43.159389784439398,0.000017371837241,0.023302951873746,0.123462044455490,0.128583467260579,37.868678701018503,7.491406381928410,0.059622304644443,-56.729017197058603,-73.567260767773803,-8777.138945461010735,-108.747323330032003,-62455.026073473702127,-0.927357118728862,-22.126807927480002,-98.868558145482893,-206.034284636677000,-14128.836767460399642,-2771.334600404470166,-322.398845747916027
23,USA,22,0.107136502185576,0.133398109876380,0.035189065601544,0.000000000000000,0.030891749370094,0.085994937881988,0.027892533353936,0.016928926813763,0.161393196768037,0.133855156193685,16.662177650678402,0.223043269053206,46.591147182171099,0.000021097902890,0.024311585303703,0.127738224063306,0.134848348817374,38.080806898240702,7.533612439952770,0.075494463178438,-53.369528941448799,-70.156637492967405,-8440.852176051439528,-104.755210073593005,-57741.959361561697733,-0.763786250844024,-20.746652593206701,-92.701793351054306,-188.370861961703014,-13638.287288693200026,-2673.592152908339813,-294.501011150290026
24,USA,23,0.112872697660934,0.137922030633434,0.036777879883661,0.000000000000000,0.031959779027540,0.088131647693118,0.030768563771705,0.017829869597686,0.165815166530456,0.137319657237635,16.992529633763599,0.226056033477117,50.074189694882598,0.000025114210065,0.025388920137376,0.131989067301033,0.141878146810244,38.288262070904800,7.572155236248690,0.093340274878559,-49.985502675081698,-67.096545752408801,-8121.438943976009796,-100.795486101272004,-53430.010709463196690,-0.630086486524146,-19.522645709095698,-86.886325919921504,-172.545559166672007,-13157.582693523499984,-2579.309014429590206,-268.935082910670985
25,USA,24,0.118903460075624,0.142825005483528,0.038373014346530,0.000000000000000,0.033026778356584,0.090152663434330,0.033563575069653,0.018734937801272,0.169986762949918,0.141193803350305,17.322881616848900,0.229068797901028,53.897731970993000,0.000029883933576,0.026486186439974,0.136296382788848,0.148812671914953,38.479161708541596,7.616473229815860,0.113004744276009,-46.646731038050703,-63.989371489113601,-7819.274920044459577,-96.958473794528302,-49295.491702542298299,-0.520095787422550,-18.325465988817601,-81.670943061287502,-157.629896951695002,-12704.002811313199345,-2492.362059310789846,-245.003159219691014
26,USA,25,0.124837721198656,0.147602469780678,0.040140904798963,0.000000000000000,0.033998091065153,0.092263387460079,0.036614815723722,0.019603119458135,0.174420241809001,0.145113850113305,17.653233599934200,0.232081562324938,57.893463270286198,0.000035302504057,0.027600895405722,0.140547898794262,0.155916417895146,38.676910280800001,7.659017394348650,0.134533906302379,-43.585052485708502,-61.104674408583200,-7526.687361568489905,-93.359195109293395,-45603.295842991698009,-0.430775325435156,-17.199841550192598,-76.876376839432595,-144.210840818862010,-12266.666889814399838,-2404.596722673879867,-223.425011019804003
