OBJECTID,REGION,PCTILE,MINORPCT,LOWINCPCT,LESSHSPCT,LINGISOPCT,UNDER5PCT,OVER64PCT,PRE1960PCT,UNEMPPCT,VULEOPCT,DSLPM,CANCER,RESP,PTRAF,PWDIS,PNPL,PRMP,PTSDF,OZONE,PM25,UST,D_LDPNT_2,D_DSLPM_2,D_CANCR_2,D_RESP_2,D_PTRAF_2,D_PWDIS_2,D_PNPL_2,D_PRMP_2,D_PTSDF_2,D_OZONE_2,D_PM25_2,D_UST_2
1,AK,  0,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000002213299765,8.000000000000000,0.100000000000000,0.007410465511167,,0.000000000000000,0.000000000000000,0.000000000000000,,,0.000000000000000,-199.410143427387993,-479.948607203031997,-57144.034464334101358,-734.709014541438023,-332801.757675717992242,,-303.895233810820002,-817.002374101381974,-417.578644246383021,,,-2857.422704211529890
2,AK,  1,0.072612535280861,0.002824378577870,0.000000000000000,0.000000000000000,0.000000000000000,0.000144524352091,0.000000000000000,0.000000000000000,0.073217628627360,0.000007851968018,8.000000000000000,0.100000000000000,0.039502496188342,,0.001144382668676,0.001424752493349,0.001300347805131,,,0.000000000000000,-75.516517463816001,-442.198571710015017,-46605.367370141801075,-655.588256253796999,-218869.120917950000148,,-113.955755868889995,-609.578065466481007,-247.842422684964987,,,-1938.394041408759904
3,AK,  2,0.091152330160165,0.017634915518987,0.000000000000000,0.000000000000000,0.000000000000000,0.000993748376346,0.000000000000000,0.000000000000000,0.099441481142040,0.000024769988016,8.000000000000000,0.100000000000000,0.137775944821549,,0.001201359298973,0.001572206191789,0.001609901506983,,,0.000000000000000,-58.957490849111700,-283.880276716267019,-30286.897205662000488,-404.793633193731011,-157091.299030041991500,,-62.728919216154502,-447.045915302579999,-158.975458938720010,,,-1528.156126994070064
4,AK,  3,0.096697276863440,0.028154270351994,0.000000000000000,0.000000000000000,0.000000000000000,0.008306785046086,0.000000000000000,0.000000000000000,0.109332822163921,0.000055475221836,8.000000000000000,0.100000000000000,0.678888351985067,,0.001271976945487,0.002008995142205,0.001709718301414,,,0.000000000000000,-50.201620048739500,-209.302706131818013,-21967.940428256799350,-283.757214333674995,-137038.308647399011534,,-54.238033025208097,-345.776611923633027,-100.526841251291998,,,-1201.863472486089904
5,AK,  4,0.107308274601471,0.032608368615617,0.000000000000000,0.000000000000000,0.008072925982739,0.013775176939702,0.000000000000000,0.000000000000000,0.113509980012914,0.000079447025262,8.000000000000000,0.100000000000000,1.306511609337240,,0.001384962505231,0.002503548340716,0.002128375745340,,,0.000000000000000,-41.303367625242302,-191.847064393409994,-18978.259134460899077,-254.264002031089007,-126810.897107076001703,,-49.983164537476902,-290.081213343557977,-93.861603922797499,,,-1003.362734984390045
6,AK,  5,0.119114055978671,0.035463605459657,0.000000000000000,0.000000000000000,0.014752739613159,0.016266309728615,0.000000000000000,0.000000000000000,0.123248909841320,0.000164753100872,8.000000000000000,0.100000000000000,1.459607036851750,,0.001394708130851,0.003260144157059,0.002247355452947,,,0.000000000000000,-36.678571384777200,-158.203374454640993,-17546.687498977000359,-230.305811574784002,-119178.237165957994875,,-45.889826094891802,-243.075975003838010,-89.397004760758307,,,-922.657854012108032
7,AK,  6,0.126696898950163,0.045984492398426,0.000000000000000,0.000000000000000,0.016065755693859,0.021541101683358,0.000000000000000,0.000000000000000,0.128453341514642,0.000165246576269,8.000000000000000,0.100000000000000,1.686893234650990,,0.001512382494981,0.003651032845783,0.002269222243009,,,0.000000000000000,-27.615632862377598,-139.678410264761993,-16856.927018963098817,-219.515521515527013,-107557.943069236003794,,-43.533500926335698,-216.574369628361012,-79.559415184987401,,,-829.621377893206954
8,AK,  7,0.129169983693492,0.051830145956369,0.000000000000000,0.000000000000000,0.018797181832684,0.026585865860053,0.000000000000000,0.000000000000000,0.137356209945224,0.000431314152825,8.000000000000000,0.100000000000000,2.071763804731650,,0.001544335754641,0.003817741577977,0.002308707971457,,,0.000000000000000,-26.061160423329099,-129.624117160975004,-15269.670840037100788,-204.284357516710998,-104863.360528256001999,,-39.996231954441001,-189.114654346509013,-72.298263497406296,,,-771.617077082260948
9,AK,  8,0.137521528347062,0.058085875702214,0.000000000000000,0.000000000000000,0.021694301721592,0.029911143451941,0.000000000000000,0.000000000000000,0.138929773442777,0.000995511664743,8.000000000000000,0.100000000000000,2.604846477738460,,0.001632520652241,0.007146682220898,0.002337652940754,,,0.000000000000000,-24.949258603873499,-116.430836674454994,-13600.452206791900608,-172.758910880579009,-90804.579662553092930,,-36.198771387747300,-165.076042555832004,-68.934127157527996,,,-666.049720287472041
10,AK,  9,0.143832863962792,0.062155260228416,0.004264254806443,0.000000000000000,0.024377417732074,0.035299088874535,0.000000000000000,0.007991518881998,0.144916267816860,0.001157423327182,8.000000000000000,0.100000000000000,4.308326987874840,,0.001870486886147,0.008566657293818,0.002678200500513,,,0.000000000000000,-22.393721576292599,-114.269611867934003,-12258.044144170500658,-162.294367179663993,-84602.453928011105745,,-33.917316741203699,-142.783684666933993,-64.164481648803601,,,-617.223752091417055
11,AK, 10,0.148158002916351,0.069068050530175,0.007162631762069,0.000000000000000,0.025869252995907,0.044903569085506,0.000000000000000,0.011746422871455,0.145217251687762,0.001848115152731,8.000000000000000,0.100000000000000,4.771891114716240,,0.002280249568462,0.008918878176372,0.003248942525330,,,0.000000000000000,-19.652589185731902,-108.395541931208996,-11855.491812689999279,-159.437469411849008,-77946.416967137600295,,-30.985953676808698,-126.873362802727002,-60.631926920546000,,,-548.744744488349056
12,AK, 11,0.158867574456986,0.073066601134321,0.010053612012409,0.000000000000000,0.026855681344715,0.046928095172737,0.000000000000000,0.012574566313402,0.147294319237376,0.002023512194554,8.000000000000000,0.100000000000000,5.768899687756050,,0.002427782217314,0.009606601849114,0.003811602393424,,,0.000000000000000,-18.173142901021500,-105.148922505490006,-10909.787684286200601,-157.532288248622990,-71164.252007480899920,,-28.883206861642599,-118.583295327658007,-56.054730367429798,,,-439.625335735571014
13,AK, 12,0.160509026698528,0.075687665235474,0.012107920928750,0.000000000000000,0.028240287862710,0.049944306568882,0.000000000000000,0.014029982504565,0.150009524911474,0.002658007478714,8.000000000000000,0.100000000000000,6.533264243962550,,0.002753082622702,0.011145334305496,0.004943684934243,,,0.000000000000000,-17.055017709359699,-95.310007055208004,-10316.521703492200686,-143.185924276588992,-64363.662326353500248,,-26.523828832602501,-108.967341279918003,-53.460981662732102,,,-357.461631485935015
14,AK, 13,0.163705228255863,0.085028840671056,0.013199862140768,0.000000000000000,0.031469409802038,0.050631947324454,0.000000000000000,0.016538683857478,0.156536429419928,0.003901210286457,8.000000000000000,0.100000000000000,6.988185470151080,,0.003014360920447,0.015816952974456,0.005522928486523,,,0.000000000000000,-16.351597507668899,-88.536860564237301,-9100.671585975660491,-128.650171451742011,-59891.616326295101317,,-25.089375601675400,-104.444195880620995,-46.773104246742697,,,-316.543049611024003
15,AK, 14,0.168434182144464,0.089490855216765,0.014110862196016,0.000000000000000,0.033436222372383,0.052417867530857,0.000000000000000,0.017085229416370,0.158063577030693,0.004277693950565,8.000000000000000,0.100000000000000,7.438808808140970,,0.003029542798949,0.017234199802570,0.007355318669690,,,0.000000000000000,-15.035076621109900,-80.915460957652300,-8421.700826288899407,-125.025158562143005,-56690.474111786701542,,-23.445606932296698,-92.281120620419301,-44.225834507381599,,,-278.946865482858016
16,AK, 15,0.173621234927638,0.090451294900448,0.014687596414967,0.000000000000000,0.035174082200244,0.053358387057404,0.000000000000000,0.018303649754262,0.160802160694955,0.004656917671220,8.000000000000000,0.100000000000000,9.109642297993080,,0.003055304555317,0.018583560864349,0.008489922075481,,,0.000000000000000,-14.299612240190200,-79.271098627015505,-8047.135085339729812,-122.003363722987999,-55246.834160990300006,,-22.590152009758800,-80.632167930439607,-36.921496143016803,,,-247.991687390404991
17,AK, 16,0.176186327295007,0.091331660331520,0.016525063827759,0.000000000000000,0.036257906359210,0.054283994270847,0.000000000000000,0.019576770268652,0.162872918431052,0.005014317006733,8.090607822475670,0.100000000000000,9.577555577465960,,0.003139000821206,0.019765642596140,0.009134858106926,,,0.000000000000000,-13.250051717865800,-75.703826612788802,-7912.832214191250387,-113.460206345887997,-51859.842012311601138,,-20.306424918338099,-74.458415341026196,-34.337900675475900,,,-243.455205429930999
18,AK, 17,0.178407429406157,0.097199937261158,0.017455403194612,0.000000000000000,0.037799375548590,0.057907564043007,0.000000000000000,0.021656769068139,0.167289868400548,0.005860981201970,8.181981776482980,0.100000000000000,10.226382637458601,,0.003951617176605,0.020334661435975,0.010499610073262,,,0.000000000000000,-12.541113661432799,-68.277045698101702,-7298.569394809530422,-109.167266995559004,-50318.224045970098814,,-19.755947432636301,-69.269769085283002,-31.444937095862500,,,-228.629803543547013
19,AK, 18,0.179679389079676,0.105300959614515,0.018890783562447,0.000000000000000,0.039255789927022,0.058694468534205,0.000000000000000,0.023622900657320,0.169584565205113,0.008391878063033,8.273355730490300,0.100000000000000,10.894366522809900,,0.004260342374919,0.022981442268942,0.011806124858062,,,0.000000000000000,-12.364831813406100,-58.400686527927697,-6914.778120230330387,-106.862445423888005,-45301.628836244497506,,-18.487526426644902,-67.190274596026498,-28.948446316195000,,,-202.028159781905998
20,AK, 19,0.182790743024056,0.110844822357743,0.019562701861435,0.000000000000000,0.040593926219652,0.060076615252428,0.000000000000000,0.025015802075020,0.172157874952389,0.009711256745925,8.364729684497609,0.100000000000000,11.708106595957201,,0.004349840136368,0.028996175629487,0.013449167979415,,,0.000000000000000,-11.978442187662701,-50.557153215919499,-6636.462533005649675,-103.568686632617002,-44011.164308659099333,,-17.452615104564700,-65.671649392688906,-27.565440500569402,,,-174.340696892104006
21,AK, 20,0.184274962945656,0.119466545737067,0.021771009520345,0.000000000000000,0.042365198718713,0.060940616981527,0.000000000000000,0.026399394111369,0.175768952755711,0.010931037452464,8.456103638504930,0.100000000000000,12.904328460328900,,0.004942517717562,0.034279524260101,0.014376217488118,,,0.000000000000000,-10.327460209796300,-49.062178045197598,-6311.424414723250266,-100.211171437269996,-41956.061453565896954,,-17.124805000166798,-61.598610313644102,-26.422410079671600,,,-154.113835919624989
22,AK, 21,0.187166142274778,0.125030870082103,0.022204941624856,0.000000000000000,0.044102339363373,0.062183209141076,0.000000000000000,0.028264594010358,0.178154661713867,0.011635060387214,8.547477592512241,0.100000000000000,13.422819212877300,,0.005346425340963,0.036115859058645,0.015614611530099,,,0.000000000000000,-9.723891865225680,-45.265775811685202,-6187.473548873529580,-93.068111810343893,-40705.713864607503638,,-16.761423145167601,-58.690605499870301,-25.812679561793701,,,-128.470260007994995
23,AK, 22,0.193922868476826,0.128431957380343,0.022646338745840,0.000000000000000,0.045302443599356,0.063067563476395,0.000000000000000,0.029106819440914,0.179303046550018,0.015585495506838,8.638851546519559,0.100000000000000,17.483004980973501,,0.007157177132858,0.038451147153438,0.016047722178862,,,0.000000000000000,-9.573555257560599,-41.194837087764199,-5893.366533459679886,-90.316900245063806,-38485.902034722297685,,-15.723299974044700,-57.270912249255097,-24.722416656081201,,,-119.586031208150999
24,AK, 23,0.198108405671435,0.132276106494192,0.025162001679193,0.000000000000000,0.045839956132243,0.065667851205538,0.006358398361295,0.029731958425452,0.180944919026421,0.019850335233562,8.730225500526871,0.100000000000000,18.420883897447400,,0.007748209796926,0.039965125778551,0.016415567144270,,,0.000000000000000,-9.373332527922580,-37.937406595419603,-5571.326027240300391,-86.342350704788402,-36858.572320033403230,,-15.502728140433801,-53.138656777251001,-23.505534890578499,,,-112.016152058494001
25,AK, 24,0.201827862370587,0.137902494867769,0.025496121645953,0.000000000000000,0.046841849390121,0.066585685844757,0.007307579623769,0.031826108491163,0.183780972244808,0.023286000367005,8.821599454534180,0.100000000000000,20.318214892456300,,0.008707361189158,0.041218354118384,0.018633735629921,,,0.000000000000000,-9.152889021884080,-37.249452486653801,-5229.973453009720288,-82.491724876773205,-34539.874666102201445,,-14.842969409560400,-51.059025609092600,-22.556297228624601,,,-105.233454658727993
26,AK, 25,0.203111450259152,0.143306104744771,0.025751298681605,0.000000000000000,0.048104972458433,0.068748661062145,0.008725789389833,0.032284011547281,0.186877633563748,0.025522041048423,8.912973408541500,0.100000000000000,23.204988155744399,,0.008982868658201,0.042642467718652,0.019541151073269,,,0.000000000000000,-8.692820121412369,-36.293248145640497,-5076.051799363100145,-75.780812191153402,-30612.455294518200390,,-14.503180719783300,-47.883259344008202,-21.100765227438000,,,-88.703441205559699
27,AK, 26,0.206572657870575,0.145698685776762,0.026439922373864,0.000000000000000,0.048508743658469,0.069353782598614,0.009477855085653,0.033170816444307,0.190859554354222,0.032133334359109,9.001734957402810,0.100000000000000,23.990797832201601,,0.009099418018880,0.045348004206895,0.020552553246869,,,0.000000000000000,-7.530501128991660,-35.065413866341501,-4886.733084659439555,-73.559805047098493,-27865.132925789399451,,-14.012521739064001,-41.710161730137102,-19.916764927573499,,,-73.606527165057699
